oyun_adi,etiketler,gelistirici,yayinci,yayin_tarihi,turkce_incelemeler,en_son_incelemeler,turkce_destegi,fiyat_dlc,fiyat2,ozellikler,kontrolcu_destegi,dil_sayisi,diller_detay,yas_siniri
Bow & Crystal Tower Defense,"Aksiyon, Simülasyon, Strateji, Arcade, 4X, Kart Oyunu, Koloni Simülatörü, 3D Platform, Collectathon, Keşif, 1980'ler, Alternatif Tarih, Yapay Zekâ, Beyzbol, Motosiklet ve bisiklet, Üs İnşa Etme, Çatışma, Dinamik Anlatı, Kadın Karakter, Tek Oyunculu",Hede,Hede,11 Şub 2021,,,Arayuz,,$1.86 USD,"Tek Oyunculu, Steam Başarımları, Steam Sıralama Listeleri, Aile Paylaşımı, Profil Özellikleri Sınırlı",,Türkçe ve 28 dil daha,Türkçe: Arayuz | İngilizce: Arayuz | Fransızca: Arayuz | İtalyanca: Arayuz | Almanca: Arayuz | Kastilya İspanyolcası: Arayuz | Arapça: Arayuz | Bulgarca: Arayuz | Çekçe: Arayuz | Danca: Arayuz | Felemenkçe: Arayuz | Fince: Arayuz | Yunanca: Arayuz | Macarca: Arayuz | Japonca: Arayuz | Korece: Arayuz | Norveççe: Arayuz | Lehçe: Arayuz | Portekizce - Portekiz: Arayuz | Brezilya Portekizcesi: Arayuz | Rumence: Arayuz | Rusça: Arayuz | Basitleştirilmiş Çince: Arayuz | Latin Amerika İspanyolcası: Arayuz | İsveççe: Arayuz | Tayca: Arayuz | Geleneksel Çince: Arayuz | Ukraynaca: Arayuz | Vietnamca: Arayuz,
Barro Racing - Formula,"Bağımsız, Basit Eğlence, Yarış, Araç Kullanma, PvP, Çok Oyunculu, Tek Oyunculu, Yerel Çok Oyunculu, Bölünmüş Ekran",SC Jogos,SC Jogos,11 Şub 2021,,,Arayuz,,$0.44 USD,"Tek Oyunculu, Ortak/Bölünmüş Ekran PvP, İndirilebilir İçerik, Steam Başarımları, Remote Play Together, Aile Paylaşımı",Kismi kontrolcu destegi,Türkçe ve 101 dil daha,Türkçe: Arayuz | İngilizce: Arayuz | Fransızca: Arayuz | İtalyanca: Arayuz | Almanca: Arayuz | Kastilya İspanyolcası: Arayuz | Bulgarca: Arayuz | Basitleştirilmiş Çince: Arayuz | Geleneksel Çince: Arayuz | Danca: Arayuz | Latin Amerika İspanyolcası: Arayuz | Fince: Arayuz | Yunanca: Arayuz | Felemenkçe: Arayuz | Macarca: Arayuz | Japonca: Arayuz | Norveççe: Arayuz | Lehçe: Arayuz | Brezilya Portekizcesi: Arayuz | Portekizce - Portekiz: Arayuz | Rumence: Arayuz | Rusça: Arayuz | İsveççe: Arayuz | Tayca: Arayuz | Çekçe: Arayuz | Ukraynaca: Arayuz | Vietnamca: Arayuz | Arapça: Arayuz | Afrikaanca (Güney Afrika dili): Arayuz | Arnavutça: Arayuz | Amharca: Arayuz | Ermenice: Arayuz | Assam Dili: Arayuz | Azerice: Arayuz | Baskça: Arayuz | Bangla: Arayuz | Belarusça: Arayuz | Boşnakça: Arayuz | Kannada dili: Arayuz | Katalanca: Arayuz | Kazakça: Arayuz | Çeroki Dili: Arayuz | Seylanca: Arayuz | Konkani dili: Arayuz | Hırvatça: Arayuz | Darice: Arayuz | Slovakça: Arayuz | Slovence: Arayuz | Estonca: Arayuz | Filipince: Arayuz | Galiçyaca: Arayuz | Galce: Arayuz | Gürcüce: Arayuz | Gucaratça: Arayuz | Hausaca: Arayuz | İbranice: Arayuz | Hintçe: Arayuz | İgbo dili: Arayuz | Endonezce: Arayuz | Yorubaca: Arayuz | İrlandaca: Arayuz | İzlandaca: Arayuz | Kmer dili: Arayuz | Letonca: Arayuz | Litvanyaca: Arayuz | Lüksemburgca: Arayuz | Makedonca: Arayuz | Malayalamca: Arayuz | Malayca: Arayuz | Maltaca: Arayuz | Maori Dili: Arayuz | Marati Dili: Arayuz | Moğolca: Arayuz | Nepalce: Arayuz | Oriya dili: Arayuz | Pencap dili: Arayuz | Pencap dili (Shahmukhi): Arayuz | Farsça: Arayuz | Kiçece: Arayuz | Ruandaca: Arayuz | Kırgızca: Arayuz | Keçuva dili: Arayuz | Sotho dili: Arayuz | Sindhî: Arayuz | Soranice: Arayuz | Svahili: Arayuz | Sırpça: Arayuz | Tacik Dili: Arayuz | Tigrinya dili: Arayuz | Tswana dili: Arayuz | Türkmence: Arayuz | Tatarca: Arayuz | Tamilce: Arayuz | Teluguca: Arayuz | Uygurca: Arayuz | Wolof dili: Arayuz | Urduca: Arayuz | Özbekçe: Arayuz | Valensiyaca: Arayuz | Xhosa dili: Arayuz | Zuluca: Arayuz | İskoçça: Arayuz,
Chess Valley,"Satranç, Minimalist, Kutu Oyunu, Solitaire, Masa Oyunları, Basit Eğlence, Mini Oyun, Bulmaca, Rahatlatıcı, Mantık, Izgara Tabanlı Hareket, 3D, Tek Oyunculu, Gerçekçi, Bağımsız, Erken Erişim",Artur Rezende,Artur Rezende,18 Ara 2020,,,Arayuz,,$0.49 USD,"Tek Oyunculu, Steam Başarımları, Aile Paylaşımı, Profil Özellikleri Sınırlı",Tam kontrolcu destegi,Türkçe ve 102 dil daha,Türkçe: Arayuz | İngilizce: Arayuz | Fransızca: Arayuz | İtalyanca: Arayuz | Almanca: Arayuz | Kastilya İspanyolcası: Arayuz | Bulgarca: Arayuz | Basitleştirilmiş Çince: Arayuz | Geleneksel Çince: Arayuz | Korece: Arayuz | Danca: Arayuz | Latin Amerika İspanyolcası: Arayuz | Fince: Arayuz | Yunanca: Arayuz | Felemenkçe: Arayuz | Macarca: Arayuz | Endonezce: Arayuz | Japonca: Arayuz | Norveççe: Arayuz | Lehçe: Arayuz | Brezilya Portekizcesi: Arayuz | Portekizce - Portekiz: Arayuz | Rumence: Arayuz | Rusça: Arayuz | İsveççe: Arayuz | Tayca: Arayuz | Çekçe: Arayuz | Ukraynaca: Arayuz | Vietnamca: Arayuz | Arapça: Arayuz | Afrikaanca (Güney Afrika dili): Arayuz | Arnavutça: Arayuz | Amharca: Arayuz | Ermenice: Arayuz | Assam Dili: Arayuz | Azerice: Arayuz | Baskça: Arayuz | Bangla: Arayuz | Belarusça: Arayuz | Boşnakça: Arayuz | Kannada dili: Arayuz | Katalanca: Arayuz | Kazakça: Arayuz | Çeroki Dili: Arayuz | Seylanca: Arayuz | Konkani dili: Arayuz | Hırvatça: Arayuz | Darice: Arayuz | Slovakça: Arayuz | Slovence: Arayuz | Estonca: Arayuz | Filipince: Arayuz | Galiçyaca: Arayuz | Galce: Arayuz | Gürcüce: Arayuz | Gucaratça: Arayuz | Hausaca: Arayuz | İbranice: Arayuz | Hintçe: Arayuz | İgbo dili: Arayuz | Yorubaca: Arayuz | İrlandaca: Arayuz | İzlandaca: Arayuz | Kmer dili: Arayuz | Letonca: Arayuz | Litvanyaca: Arayuz | Lüksemburgca: Arayuz | Makedonca: Arayuz | Malayalamca: Arayuz | Malayca: Arayuz | Maltaca: Arayuz | Maori Dili: Arayuz | Marati Dili: Arayuz | Moğolca: Arayuz | Nepalce: Arayuz | Oriya dili: Arayuz | Pencap dili: Arayuz | Pencap dili (Shahmukhi): Arayuz | Farsça: Arayuz | Kiçece: Arayuz | Ruandaca: Arayuz | Kırgızca: Arayuz | Keçuva dili: Arayuz | Sotho dili: Arayuz | Sindhî: Arayuz | Soranice: Arayuz | Svahili: Arayuz | Sırpça: Arayuz | Tacik Dili: Arayuz | Tigrinya dili: Arayuz | Tswana dili: Arayuz | Türkmence: Arayuz | Tatarca: Arayuz | Tamilce: Arayuz | Teluguca: Arayuz | Uygurca: Arayuz | Wolof dili: Arayuz | Urduca: Arayuz | Özbekçe: Arayuz | Valensiyaca: Arayuz | Xhosa dili: Arayuz | Zuluca: Arayuz | İskoçça: Arayuz,
Barro Racing - Origins,"Bağımsız, Basit Eğlence, Yarış, Araç Kullanma, PvP, Çok Oyunculu, Tek Oyunculu, Yerel Çok Oyunculu, Bölünmüş Ekran",SC Jogos,SC Jogos,4 Şub 2021,,,Arayuz,,$0.44 USD,"Tek Oyunculu, Ortak/Bölünmüş Ekran PvP, İndirilebilir İçerik, Steam Başarımları, Remote Play Together, Aile Paylaşımı",Kismi kontrolcu destegi,Türkçe ve 101 dil daha,Türkçe: Arayuz | İngilizce: Arayuz | Fransızca: Arayuz | İtalyanca: Arayuz | Almanca: Arayuz | Kastilya İspanyolcası: Arayuz | Bulgarca: Arayuz | Basitleştirilmiş Çince: Arayuz | Geleneksel Çince: Arayuz | Danca: Arayuz | Latin Amerika İspanyolcası: Arayuz | Fince: Arayuz | Yunanca: Arayuz | Felemenkçe: Arayuz | Macarca: Arayuz | Japonca: Arayuz | Norveççe: Arayuz | Lehçe: Arayuz | Brezilya Portekizcesi: Arayuz | Portekizce - Portekiz: Arayuz | Rumence: Arayuz | Rusça: Arayuz | İsveççe: Arayuz | Tayca: Arayuz | Çekçe: Arayuz | Ukraynaca: Arayuz | Vietnamca: Arayuz | Arapça: Arayuz | Afrikaanca (Güney Afrika dili): Arayuz | Arnavutça: Arayuz | Amharca: Arayuz | Ermenice: Arayuz | Assam Dili: Arayuz | Azerice: Arayuz | Baskça: Arayuz | Bangla: Arayuz | Belarusça: Arayuz | Boşnakça: Arayuz | Kannada dili: Arayuz | Katalanca: Arayuz | Kazakça: Arayuz | Çeroki Dili: Arayuz | Seylanca: Arayuz | Konkani dili: Arayuz | Hırvatça: Arayuz | Darice: Arayuz | Slovakça: Arayuz | Slovence: Arayuz | Estonca: Arayuz | Filipince: Arayuz | Galiçyaca: Arayuz | Galce: Arayuz | Gürcüce: Arayuz | Gucaratça: Arayuz | Hausaca: Arayuz | İbranice: Arayuz | Hintçe: Arayuz | İgbo dili: Arayuz | Endonezce: Arayuz | Yorubaca: Arayuz | İrlandaca: Arayuz | İzlandaca: Arayuz | Kmer dili: Arayuz | Letonca: Arayuz | Litvanyaca: Arayuz | Lüksemburgca: Arayuz | Makedonca: Arayuz | Malayalamca: Arayuz | Malayca: Arayuz | Maltaca: Arayuz | Maori Dili: Arayuz | Marati Dili: Arayuz | Moğolca: Arayuz | Nepalce: Arayuz | Oriya dili: Arayuz | Pencap dili: Arayuz | Pencap dili (Shahmukhi): Arayuz | Farsça: Arayuz | Kiçece: Arayuz | Ruandaca: Arayuz | Kırgızca: Arayuz | Keçuva dili: Arayuz | Sotho dili: Arayuz | Sindhî: Arayuz | Soranice: Arayuz | Svahili: Arayuz | Sırpça: Arayuz | Tacik Dili: Arayuz | Tigrinya dili: Arayuz | Tswana dili: Arayuz | Türkmence: Arayuz | Tatarca: Arayuz | Tamilce: Arayuz | Teluguca: Arayuz | Uygurca: Arayuz | Wolof dili: Arayuz | Urduca: Arayuz | Özbekçe: Arayuz | Valensiyaca: Arayuz | Xhosa dili: Arayuz | Zuluca: Arayuz | İskoçça: Arayuz,
Ero Tennis,"Basit Eğlence, Spor, Aksiyon Roguelike, 3D Dövüş, Collectathon, Savaşlı Yarış, Tıklama, Yönetim, Otomasyon, Tenis, Üretim, 3D, Devasa Çok Oyunculu RYO, E-spor, Çizgi Roman, Aksiyon, Bullet Time, Simülasyon, Soyut, Elle Çizilmiş",Hede,Hede,2 Şub 2021,,,Arayuz,,$1.86 USD,"Tek Oyunculu, Steam Başarımları, Steam Sıralama Listeleri, Aile Paylaşımı, Profil Özellikleri Sınırlı",,Türkçe ve 27 dil daha,Türkçe: Arayuz | İngilizce: Arayuz | Fransızca: Arayuz | İtalyanca: Arayuz | Almanca: Arayuz | Kastilya İspanyolcası: Arayuz | Bulgarca: Arayuz | Çekçe: Arayuz | Danca: Arayuz | Felemenkçe: Arayuz | Fince: Arayuz | Yunanca: Arayuz | Macarca: Arayuz | Japonca: Arayuz | Korece: Arayuz | Norveççe: Arayuz | Lehçe: Arayuz | Portekizce - Portekiz: Arayuz | Brezilya Portekizcesi: Arayuz | Rumence: Arayuz | Rusça: Arayuz | Basitleştirilmiş Çince: Arayuz | Latin Amerika İspanyolcası: Arayuz | İsveççe: Arayuz | Tayca: Arayuz | Geleneksel Çince: Arayuz | Ukraynaca: Arayuz | Vietnamca: Arayuz,
Ero Snooker,"Basit Eğlence, Aksiyon, Simülasyon, Spor, E-spor, Otomobil Simülasyonu, Battle Royale, Diplomasi, Çiftçilik Simülatörü, 2D Platform, Mermi Cehennemi, Savaşlı Yarış, JRYO, 3D, 360° Video, Metroidvania, 3D Görünüm, Sevimli, FMV, Tarım",Hede,Hede,29 Oca 2021,,,Arayuz,,$1.86 USD,"Tek Oyunculu, Steam Başarımları, Steam Sıralama Listeleri, Aile Paylaşımı, Profil Özellikleri Sınırlı",,Türkçe ve 27 dil daha,Türkçe: Arayuz | İngilizce: Arayuz | Fransızca: Arayuz | İtalyanca: Arayuz | Almanca: Arayuz | Kastilya İspanyolcası: Arayuz | Bulgarca: Arayuz | Çekçe: Arayuz | Danca: Arayuz | Felemenkçe: Arayuz | Fince: Arayuz | Yunanca: Arayuz | Macarca: Arayuz | Japonca: Arayuz | Korece: Arayuz | Norveççe: Arayuz | Lehçe: Arayuz | Portekizce - Portekiz: Arayuz | Brezilya Portekizcesi: Arayuz | Rumence: Arayuz | Rusça: Arayuz | Basitleştirilmiş Çince: Arayuz | Latin Amerika İspanyolcası: Arayuz | İsveççe: Arayuz | Tayca: Arayuz | Geleneksel Çince: Arayuz | Ukraynaca: Arayuz | Vietnamca: Arayuz,
Yaga,"RYO, Aksiyon, Komik, Oyun Müziği, Zengin Hikâye, Aksiyon RYO, Mitoloji, Karanlık Fantezi, Atmosferik, Macera, Komedi, Hack and Slash, Önemli Seçimler, Doğaüstü, Birden Fazla Son, Tekrar Oynanabilir, Tek Oyunculu, Zombi, Keşif, 2D",Breadcrumbs Interactive,"Versus Evil, tinyBuild",12 Oca 2021,,,"Arayuz, Altyazi",$5.79 USD,$12.49 USD,"Tek Oyunculu, Steam Başarımları, Steam Koleksiyon Kartları, İşitme engelliler için altyazı desteği, Steam Cloud, Aile Paylaşımı",Tam kontrolcu destegi,Türkçe ve 16 dil daha,"Türkçe: Arayuz, Altyazi | İngilizce: Arayuz, Seslendirme, Altyazi | Fransızca: Arayuz, Altyazi | Almanca: Arayuz, Altyazi | Kastilya İspanyolcası: Arayuz, Altyazi | Rusça: Arayuz, Altyazi | İtalyanca: Arayuz, Altyazi | Basitleştirilmiş Çince: Arayuz, Altyazi | Arapça: Arayuz, Altyazi | Felemenkçe: Arayuz, Altyazi | Japonca: Arayuz, Altyazi | Korece: Arayuz, Altyazi | Brezilya Portekizcesi: Arayuz, Altyazi | Rumence: Arayuz, Altyazi | Geleneksel Çince: Arayuz, Altyazi | Lehçe: Arayuz, Altyazi | Latin Amerika İspanyolcası: Arayuz, Altyazi",16+
Street Football,"Arena Nişancısı, Aksiyon Roguelike, Kendi Maceranı Seç, Uçuş, Tıklama, Yarış, Spor, Animasyon ve Modelleme, PvE, Kart Oyunu, 3D Dövüş, E-spor, RYO, Strateji, 3D, Üstten Görünüş, Sevimli, Alternatif Tarih, Fizik Tabanlı, Önemli Seçimler",Hede,Hede,7 Oca 2021,,,Arayuz,,$1.86 USD,"Tek Oyunculu, Steam Başarımları, Steam Sıralama Listeleri, Aile Paylaşımı, Profil Özellikleri Sınırlı",,Türkçe ve 27 dil daha,Türkçe: Arayuz | İngilizce: Arayuz | Fransızca: Arayuz | İtalyanca: Arayuz | Almanca: Arayuz | Kastilya İspanyolcası: Arayuz | Bulgarca: Arayuz | Çekçe: Arayuz | Danca: Arayuz | Felemenkçe: Arayuz | Fince: Arayuz | Yunanca: Arayuz | Macarca: Arayuz | Japonca: Arayuz | Korece: Arayuz | Norveççe: Arayuz | Lehçe: Arayuz | Portekizce - Portekiz: Arayuz | Brezilya Portekizcesi: Arayuz | Rumence: Arayuz | Rusça: Arayuz | Basitleştirilmiş Çince: Arayuz | Latin Amerika İspanyolcası: Arayuz | İsveççe: Arayuz | Tayca: Arayuz | Geleneksel Çince: Arayuz | Ukraynaca: Arayuz | Vietnamca: Arayuz,
Animal Rescuer,"Hayatta Kalma, Açık Dünya Hayatta Kalma İnşa, Üretim, Aksiyon, Macera, RYO, Bağımsız, Keşif, Hack and Slash, Açık Dünya, Aksiyon RYO, Üçüncü Şahıs, Orta Çağ, Kılıçlı Dövüş, Souls-like, Tek Oyunculu, Doğa, Kediler, Köpek, Aksiyon Macera",Turquoise Revival Games,Turquoise Revival Games,22 Ara 2020,,,"Arayuz, Altyazi",,$1.34 USD,"Tek Oyunculu, Steam Başarımları, Steam Cloud, Aile Paylaşımı",Tam kontrolcu destegi,Türkçe ve 15 dil daha,"Türkçe: Arayuz, Altyazi | İngilizce: Arayuz, Seslendirme, Altyazi | Fransızca: Arayuz, Altyazi | Almanca: Arayuz, Altyazi | Lehçe: Arayuz, Altyazi | İtalyanca: Arayuz, Altyazi | Kastilya İspanyolcası: Arayuz, Altyazi | Latin Amerika İspanyolcası: Arayuz, Altyazi | Brezilya Portekizcesi: Arayuz, Altyazi | Portekizce - Portekiz: Arayuz, Altyazi | Rusça: Arayuz, Altyazi | Basitleştirilmiş Çince: Arayuz, Altyazi | Japonca: Arayuz, Altyazi | Korece: Arayuz, Altyazi | Ukraynaca: Arayuz, Altyazi | Çekçe: Arayuz, Altyazi",
Puzzle - STONE BLOCKS,"Bulmaca, Mantık, Sadece Fare, Basit Eğlence, Rahatlatıcı, Minimalist, Bağımsız, Puan Yarışı, Tek Oyunculu, 3'lü Eşleştirme, Sevimli, Elle Çizilmiş, Tarihsel, Atmosferik, Soyut",PlayToday,PlayToday,21 Ara 2020,,,"Arayuz, Seslendirme, Altyazi",Ücretsiz,$4.90 USD,"Tek Oyunculu, Steam Başarımları, Steam Cloud, Aile Paylaşımı, Profil Özellikleri Sınırlı",,Türkçe ve 102 dil daha,"Türkçe: Arayuz, Seslendirme, Altyazi | İngilizce: Arayuz, Seslendirme, Altyazi | Fransızca: Arayuz, Seslendirme, Altyazi | İtalyanca: Arayuz, Seslendirme, Altyazi | Kastilya İspanyolcası: Arayuz, Seslendirme, Altyazi | Latin Amerika İspanyolcası: Arayuz, Seslendirme, Altyazi | Basitleştirilmiş Çince: Arayuz, Seslendirme, Altyazi | Portekizce - Portekiz: Arayuz, Seslendirme, Altyazi | Rusça: Arayuz, Seslendirme, Altyazi | Almanca: Arayuz, Seslendirme, Altyazi | Arapça: Arayuz, Seslendirme, Altyazi | Bulgarca: Arayuz, Seslendirme, Altyazi | Brezilya Portekizcesi: Arayuz, Seslendirme, Altyazi | Macarca: Arayuz, Seslendirme, Altyazi | Vietnamca: Arayuz, Seslendirme, Altyazi | Yunanca: Arayuz, Seslendirme, Altyazi | Danca: Arayuz, Seslendirme, Altyazi | Endonezce: Arayuz, Seslendirme, Altyazi | Geleneksel Çince: Arayuz, Seslendirme, Altyazi | Korece: Arayuz, Seslendirme, Altyazi | Felemenkçe: Arayuz, Seslendirme, Altyazi | Norveççe: Arayuz, Seslendirme, Altyazi | Lehçe: Arayuz, Seslendirme, Altyazi | Rumence: Arayuz, Seslendirme, Altyazi | Tayca: Arayuz, Seslendirme, Altyazi | Ukraynaca: Arayuz, Seslendirme, Altyazi | Fince: Arayuz, Seslendirme, Altyazi | Çekçe: Arayuz, Seslendirme, Altyazi | İsveççe: Arayuz, Seslendirme, Altyazi | Japonca: Arayuz, Seslendirme, Altyazi | Azerice: Arayuz, Seslendirme, Altyazi | Arnavutça: Arayuz, Seslendirme, Altyazi | Amharca: Arayuz, Seslendirme, Altyazi | Ermenice: Arayuz, Seslendirme, Altyazi | Assam Dili: Arayuz, Seslendirme, Altyazi | Afrikaanca (Güney Afrika dili): Arayuz, Seslendirme, Altyazi | Baskça: Arayuz, Seslendirme, Altyazi | Belarusça: Arayuz, Seslendirme, Altyazi | Bangla: Arayuz, Seslendirme, Altyazi | Boşnakça: Arayuz, Seslendirme, Altyazi | Valensiyaca: Arayuz, Seslendirme, Altyazi | Galce: Arayuz, Seslendirme, Altyazi | Wolof dili: Arayuz, Seslendirme, Altyazi | Galiçyaca: Arayuz, Seslendirme, Altyazi | Gürcüce: Arayuz, Seslendirme, Altyazi | Gucaratça: Arayuz, Seslendirme, Altyazi | Darice: Arayuz, Seslendirme, Altyazi | Zuluca: Arayuz, Seslendirme, Altyazi | İbranice: Arayuz, Seslendirme, Altyazi | İgbo dili: Arayuz, Seslendirme, Altyazi | İrlandaca: Arayuz, Seslendirme, Altyazi | İzlandaca: Arayuz, Seslendirme, Altyazi | Yorubaca: Arayuz, Seslendirme, Altyazi | Kazakça: Arayuz, Seslendirme, Altyazi | Kannada dili: Arayuz, Seslendirme, Altyazi | Katalanca: Arayuz, Seslendirme, Altyazi | Keçuva dili: Arayuz, Seslendirme, Altyazi | Ruandaca: Arayuz, Seslendirme, Altyazi | Kiçece: Arayuz, Seslendirme, Altyazi | Konkani dili: Arayuz, Seslendirme, Altyazi | Xhosa dili: Arayuz, Seslendirme, Altyazi | Kmer dili: Arayuz, Seslendirme, Altyazi | Kırgızca: Arayuz, Seslendirme, Altyazi | Letonca: Arayuz, Seslendirme, Altyazi | Litvanyaca: Arayuz, Seslendirme, Altyazi | Lüksemburgca: Arayuz, Seslendirme, Altyazi | Makedonca: Arayuz, Seslendirme, Altyazi | Malayca: Arayuz, Seslendirme, Altyazi | Malayalamca: Arayuz, Seslendirme, Altyazi | Maltaca: Arayuz, Seslendirme, Altyazi | Maori Dili: Arayuz, Seslendirme, Altyazi | Marati Dili: Arayuz, Seslendirme, Altyazi | Moğolca: Arayuz, Seslendirme, Altyazi | Nepalce: Arayuz, Seslendirme, Altyazi | Oriya dili: Arayuz, Seslendirme, Altyazi | Pencap dili: Arayuz, Seslendirme, Altyazi | Pencap dili (Shahmukhi): Arayuz, Seslendirme, Altyazi | Farsça: Arayuz, Seslendirme, Altyazi | Sırpça: Arayuz, Seslendirme, Altyazi | Sotho dili: Arayuz, Seslendirme, Altyazi | Seylanca: Arayuz, Seslendirme, Altyazi | Sindhî: Arayuz, Seslendirme, Altyazi | Slovakça: Arayuz, Seslendirme, Altyazi | Slovence: Arayuz, Seslendirme, Altyazi | Soranice: Arayuz, Seslendirme, Altyazi | Svahili: Arayuz, Seslendirme, Altyazi | Tacik Dili: Arayuz, Seslendirme, Altyazi | Tamilce: Arayuz, Seslendirme, Altyazi | Tatarca: Arayuz, Seslendirme, Altyazi | Teluguca: Arayuz, Seslendirme, Altyazi | Tigrinya dili: Arayuz, Seslendirme, Altyazi | Tswana dili: Arayuz, Seslendirme, Altyazi | Türkmence: Arayuz, Seslendirme, Altyazi | Özbekçe: Arayuz, Seslendirme, Altyazi | Uygurca: Arayuz, Seslendirme, Altyazi | Urduca: Arayuz, Seslendirme, Altyazi | Filipince: Arayuz, Seslendirme, Altyazi | Hausaca: Arayuz, Seslendirme, Altyazi | Hintçe: Arayuz, Seslendirme, Altyazi | Hırvatça: Arayuz, Seslendirme, Altyazi | Çeroki Dili: Arayuz, Seslendirme, Altyazi | İskoçça: Arayuz, Seslendirme, Altyazi | Estonca: Arayuz, Seslendirme, Altyazi",
Shakes on a Plane,"Aksiyon, Aile Dostu, 4 Yerel Oyunculu, Yerel Eşli Oyun, Yerel Çok Oyunculu, Basit Eğlence, Simülasyon, Bağımsız, Çizgi Filmvari, Renkli, Komik, Takım Tabanlı, Eşli, Çok Oyunculu, Tek Oyunculu, Uzaylılar",Huu Games,"Assemble Entertainment, WhisperGames",15 Ara 2020,,,"Arayuz, Altyazi",,$7.99 USD,"Tek Oyunculu, Ortak/Bölünmüş Ekran Eşli, Steam Başarımları, Steam Cloud, Remote Play Together, Aile Paylaşımı",Tam kontrolcu destegi,Türkçe ve 27 dil daha,"Türkçe: Arayuz, Altyazi | İngilizce: Arayuz, Seslendirme, Altyazi | Fransızca: Arayuz, Altyazi | İtalyanca: Arayuz, Altyazi | Almanca: Arayuz, Altyazi | Kastilya İspanyolcası: Arayuz, Altyazi | Bulgarca: Arayuz, Altyazi | Çekçe: Arayuz, Altyazi | Danca: Arayuz, Altyazi | Felemenkçe: Arayuz, Altyazi | Fince: Arayuz, Altyazi | Yunanca: Arayuz, Altyazi | Macarca: Arayuz, Altyazi | Japonca: Arayuz, Altyazi | Korece: Arayuz, Altyazi | Norveççe: Arayuz, Altyazi | Lehçe: Arayuz, Altyazi | Portekizce - Portekiz: Arayuz, Altyazi | Brezilya Portekizcesi: Arayuz, Altyazi | Rumence: Arayuz, Altyazi | Rusça: Arayuz, Altyazi | Basitleştirilmiş Çince: Arayuz, Altyazi | Latin Amerika İspanyolcası: Arayuz, Altyazi | İsveççe: Arayuz, Altyazi | Tayca: Arayuz, Altyazi | Geleneksel Çince: Arayuz, Altyazi | Ukraynaca: Arayuz, Altyazi | Vietnamca: Arayuz, Altyazi",
Game Localization,"Erken Erişim, Aksiyon, Basit Eğlence, Deneysel, Otomobil Simülasyonu, Üs İnşa Etme, 3D Dövüş, Arena Nişancısı, Beat 'em up, Şehir Kurma, 3D, Sinematik, Birinci Şahıs, Alternatif Tarih, Atmosferik, Motosiklet ve bisiklet, Çizgi Roman, Yapay Zekâ, Tek Oyunculu, Yerel Çok Oyunculu",Hede,Hede,7 Ara 2020,,,Arayuz,,$1.86 USD,"Tek Oyunculu, Steam Başarımları, Steam Sıralama Listeleri, Aile Paylaşımı, Profil Özellikleri Sınırlı",,Türkçe ve 27 dil daha,Türkçe: Arayuz | Rusça: Arayuz | İngilizce: Arayuz | Fransızca: Arayuz | İtalyanca: Arayuz | Almanca: Arayuz | Kastilya İspanyolcası: Arayuz | Bulgarca: Arayuz | Çekçe: Arayuz | Danca: Arayuz | Felemenkçe: Arayuz | Fince: Arayuz | Yunanca: Arayuz | Macarca: Arayuz | Japonca: Arayuz | Korece: Arayuz | Norveççe: Arayuz | Lehçe: Arayuz | Portekizce - Portekiz: Arayuz | Brezilya Portekizcesi: Arayuz | Rumence: Arayuz | Basitleştirilmiş Çince: Arayuz | Latin Amerika İspanyolcası: Arayuz | İsveççe: Arayuz | Tayca: Arayuz | Geleneksel Çince: Arayuz | Ukraynaca: Arayuz | Vietnamca: Arayuz,
